,int_rate,loan_amnt,annual_inc,dti,delinq_2yrs,total_acc,open_acc,pct_tl_nvr_dlq,pub_rec_bankruptcies,total_bal_ex_mort
240182,11.06%,15600,98260,12.74,0,30,18,96,0,25639
112421,15.05%,12000,80000,21.21,0,39,10,92,0,28718
110147,21.45%,2375,45577,20.41,0,21,14,81,0,30423
207261,6.72%,17000,150000,16.3,0,18,9,94,0,83638
12362,11.39%,7500,48000,25.23,0,25,13,96,1,53009
113183,12.62%,12800,34000,8.58,0,30,9,100,0,11835
208763,6.08%,17000,135000,1.33,0,25,12,100,0,2557
229152,12.61%,23500,110000,3.38,0,23,15,100,0,19452
64834,9.93%,6600,160000,9.7,1,38,11,94,0,42062
79033,25.49%,32000,145000,23.84,0,39,17,93,1,78220
227750,18.45%,6000,60000,24.68,1,11,9,90,0,63335
261858,6.67%,23000,128000,10.7,0,29,10,100,0,123406
124129,14.08%,20000,101116,9.4,2,31,14,83,0,32357
54578,20.00%,35000,122000,10.09,2,16,11,87,0,42504
259663,11.55%,20000,60000,3.36,0,6,4,100,0,3584
56904,12.62%,17500,120000,11.34,0,31,11,76,0,25798
232054,12.61%,17500,90000,14.72,2,35,15,85,0,41793
260541,24.37%,20000,35902,20.43,0,10,8,100,1,18819
242129,11.55%,25000,75000,23.94,0,37,15,100,0,116247
165211,16.02%,7000,30588,18.67,1,28,6,92,0,9605
178167,11.99%,2400,42000,19.94,0,17,6,100,1,21568
66191,5.32%,8400,280000,3.15,0,38,6,100,0,16068
41105,5.32%,28000,150000,5.6,0,21,12,85,0,33446
128797,10.91%,8000,75000,11.06,0,21,8,85,0,62876
85646,15.99%,10000,30000,22.9,2,34,20,91,0,21714
231550,19.42%,11200,40000,20.76,0,16,5,100,0,56339
167148,26.30%,30000,110000,20.94,0,29,12,97,0,72553
118100,16.02%,18000,45000,34.47,0,17,14,100,0,46751
247656,11.06%,4200,45000,35.44,0,26,16,92,0,87677
122174,12.62%,16000,62000,21.74,1,33,14,96,0,68646
195634,6.71%,20000,125500,22.72,0,22,8,95,0,61658
88211,7.49%,6000,120000,24.56,0,52,21,100,0,72318
147537,7.97%,8000,102000,12.58,3,33,15,78,0,179029
25812,5.32%,5600,100000,7.88,0,34,17,100,0,17028
137802,11.99%,2500,130000,15.94,0,31,16,80,1,74097
248302,22.35%,20000,110000,19.37,0,17,14,100,0,72724
219451,14.03%,10000,60000,16.36,0,36,16,97,0,16702
230518,10.90%,4800,40000,1.5,0,10,6,90,0,1558
196788,21.85%,17000,10000,107.44,0,10,6,100,0,26966
18633,12.74%,18000,180000,8.13,0,25,15,80,0,57138
215995,14.03%,10000,58000,29.86,0,48,27,97,0,52101
16580,25.49%,12600,41808,34.73,0,13,7,91,0,55257
231056,19.42%,7000,59000,17.66,1,16,10,68,0,69253
79438,5.32%,2500,20000,1.5,0,13,3,100,0,354
116444,9.93%,5000,26000,16.94,0,22,7,90,0,11340
18376,13.49%,4000,48996,11.66,1,22,8,86,0,9783
233517,7.96%,40000,118000,13.36,0,50,26,98,0,63138
252278,18.94%,11000,100090,9.26,0,12,8,91,0,38619
191020,6.71%,40000,125000,11.88,2,18,12,82,0,55793
169239,17.09%,7500,35000,28.67,1,16,11,93,0,19275
249958,12.73%,21100,114000,30.87,2,34,14,93,0,135519
191410,10.90%,6000,65000,33.43,2,26,5,84,0,11319
144109,10.42%,1500,55000,19.38,0,19,13,100,0,29688
136865,16.02%,4000,50000,0.0,0,5,4,100,0,0
157458,7.97%,27700,290000,17.98,0,47,20,100,0,179259
86114,13.99%,12000,75000,4.48,0,9,6,100,0,3867
206037,5.32%,8000,90000,15.21,0,55,18,100,0,44052
157128,16.02%,8500,45000,6.93,1,14,6,92,0,5979
257032,11.80%,16000,75000,7.46,1,33,16,97,0,13213
44270,11.49%,23000,210000,18.17,0,42,4,97,0,156694
4715,14.99%,35000,116000,23.94,0,27,13,92,0,93914
126270,7.07%,5300,43000,33.71,4,36,16,83,0,28028
220527,21.85%,8000,46000,30.39,0,18,14,100,0,53976
256746,12.98%,40000,88000,27.27,0,27,11,100,0,35041
5336,7.49%,6000,85000,18.62,0,39,14,100,0,139293
202875,15.05%,6000,52000,17.15,0,10,8,80,0,15639
198009,12.61%,2500,59798,24.06,0,21,16,100,0,32761
65191,15.05%,10000,28000,21.05,0,13,6,84,0,8872
211551,7.97%,8000,140000,7.36,0,24,13,95,0,68313
101913,18.06%,10000,107000,19.43,0,21,14,100,1,46968
88385,8.24%,3000,60000,6.18,0,14,4,64,0,9519
244156,15.02%,8000,48000,29.08,0,23,16,100,1,51307
8724,16.99%,18775,110000,13.29,0,17,12,71,0,23862
24206,11.44%,2250,160000,21.46,3,15,9,80,0,78598
81793,5.32%,3500,60000,12.82,1,39,21,94,0,20972
125606,15.05%,14000,80000,9.87,0,14,10,92,0,20306
12370,7.49%,30000,115000,5.7,0,21,9,95,0,16276
240372,10.47%,8000,37440,15.26,0,15,13,100,0,12272
9375,15.99%,31000,113376,13.08,0,37,17,83,0,35554
122282,18.06%,25000,150000,6.42,0,10,7,100,0,40007
248122,27.27%,8500,178064,11.39,0,36,16,83,0,195202
219443,6.83%,5000,96000,13.41,0,23,17,100,0,37030
55044,10.91%,15000,65000,9.29,0,25,13,100,0,16759
134045,9.44%,10000,120000,32.02,1,26,15,96,0,91031
54560,10.42%,12000,65000,18.45,0,21,13,100,0,99101
54288,15.05%,30000,120000,8.4,0,17,5,100,0,13699
148825,14.08%,40000,100000,15.9,0,25,10,100,0,87816
52728,7.07%,5000,123800,9.22,0,27,9,92,0,39943
130538,15.05%,13325,160000,31.92,0,45,30,100,0,177343
84918,15.99%,40000,109000,17.78,0,42,12,97,0,131376
233637,16.01%,1700,40000,21.6,0,9,7,100,0,28898
70852,7.07%,6800,42000,12.86,0,17,7,100,0,12342
241636,6.67%,10000,25000,39.7,0,21,9,95,0,46689
254532,8.81%,6500,43000,6.31,0,15,10,93,0,4717
23389,8.24%,24000,70000,15.26,0,50,16,100,1,41158
94991,16.99%,19375,145000,7.6,0,16,9,100,0,29531
160130,5.32%,7000,110000,3.97,0,17,9,100,0,18571
67063,7.35%,7800,30500,24.93,0,25,10,100,0,31562
37078,11.49%,35000,160000,3.86,0,8,3,100,1,15273
179262,10.91%,5000,70000,16.99,1,41,13,77,0,46947
230881,21.85%,22000,56000,30.2,0,14,10,92,0,45365
17477,14.99%,5000,50400,18.9,5,22,6,77,0,18738
83864,22.74%,24000,135000,10.35,0,17,12,100,0,79773
14075,30.99%,24000,110000,29.47,0,42,21,95,0,162408
5962,13.99%,30000,53800,20.54,1,23,9,95,1,28687
43922,11.49%,10500,40963,16.96,0,14,11,100,0,18006
236554,21.85%,27500,63000,18.0,1,34,14,88,0,32210
91134,8.24%,20400,63000,29.98,0,64,25,100,0,77651
199844,11.99%,7200,88500,20.87,8,25,6,64,0,67745
99984,15.05%,3000,25000,2.88,0,2,2,100,0,2596
112011,26.30%,15000,49500,25.55,0,27,12,81,0,23420
28479,13.49%,3200,55000,31.16,0,45,25,91,0,40585
50408,14.99%,9600,80000,6.26,0,14,5,69,0,19363
65908,16.02%,30000,70000,9.65,0,9,9,100,0,21523
33241,11.49%,6000,72600,32.52,0,66,37,100,0,70610
75928,12.62%,12000,51000,11.46,0,9,6,100,1,20252
214887,6.72%,18000,62000,26.46,0,40,21,100,0,156167
218935,18.45%,8000,96000,5.31,2,15,8,86,0,16699
144793,10.42%,10000,90000,17.82,7,17,8,66,0,26489
104922,9.93%,6500,23400,16.36,0,8,5,87,0,13936
70497,13.59%,4800,88000,13.98,0,11,6,100,0,50134
146083,15.05%,3500,82500,12.45,0,19,17,94,0,31717
211192,11.99%,3000,42589,18.71,0,40,18,97,0,185853
119928,11.99%,18000,119000,22.34,0,57,26,100,1,72377
245960,16.14%,5000,52000,21.76,0,24,13,100,0,31776
231242,17.47%,22500,42000,16.49,0,9,8,100,0,17471
136183,19.03%,5000,36000,41.33,0,17,7,100,0,37940
19623,16.99%,11100,37000,4.96,0,15,5,100,0,4500
221407,11.05%,8000,40000,17.82,0,10,5,100,0,10533
166221,19.03%,16900,35000,33.33,0,24,13,95,0,37942
17138,12.74%,16225,46000,32.4,0,29,15,100,0,39365
196579,21.45%,24000,47960,26.64,0,25,16,100,0,69764
218803,16.46%,18000,64000,37.64,4,15,9,66,0,73226
130037,16.02%,35000,110000,17.37,0,25,19,100,1,31560
135001,26.30%,24000,85000,6.07,0,20,7,100,0,104769
118381,16.02%,21825,48800,29.84,0,28,15,100,0,38583
87890,8.24%,5000,80000,8.96,0,15,9,100,0,45951
220110,10.56%,18000,100000,7.07,0,52,20,98,0,82431
40617,7.24%,2000,69000,10.64,1,14,9,92,0,9446
182885,17.09%,15000,57500,28.18,0,34,10,100,0,57500
108586,14.08%,30000,200000,12.34,0,28,20,100,0,60854
13803,15.99%,37200,100000,23.1,0,45,16,100,0,120924
138109,15.05%,9000,52000,13.66,1,14,9,92,0,17995
182146,15.05%,11000,55000,7.48,0,25,5,100,0,16272
36760,11.49%,1500,68000,19.4,5,41,13,82,1,60225
20110,17.99%,35000,200000,24.55,6,49,20,79,0,139656
50072,11.49%,6500,40000,33.03,1,24,10,91,0,46586
15700,22.74%,14000,40000,18.51,0,8,6,100,0,14438
139958,9.93%,6000,18000,8.27,0,12,5,100,0,4317
58782,15.05%,28000,145000,12.6,0,17,13,100,0,53968
205619,11.99%,3200,22500,20.84,0,11,9,100,0,15146
238394,11.98%,6400,65000,0.02,0,13,6,100,0,3
155316,13.59%,35000,167040,34.49,0,39,21,97,0,469423
166790,6.08%,19900,40000,20.13,0,34,18,100,0,29731
124384,10.91%,1000,65000,12.52,0,11,5,100,0,30314
131459,7.97%,10000,70720,16.61,1,14,10,85,0,11590
158351,15.05%,15000,32000,21.72,0,14,10,69,0,25911
17016,11.39%,12000,96000,15.6,0,25,20,100,0,151506
53383,18.06%,4525,55000,29.65,0,16,12,88,0,47377
5828,11.39%,4000,30000,17.28,0,10,9,100,0,16470
177317,16.02%,8000,50000,38.79,0,31,16,100,1,35212
229208,19.42%,35000,35000,92.08,0,17,7,100,0,250641
240742,14.47%,9000,30000,26.2,0,33,13,100,1,24412
192541,10.90%,17500,47000,31.49,3,15,8,73,0,39019
110624,10.91%,16000,50000,17.88,0,30,14,100,1,30819
245525,17.97%,20000,52000,12.46,0,21,8,95,0,12609
176533,14.08%,18000,43000,21.87,0,26,16,96,0,21752
92925,11.49%,10500,45000,16.67,0,11,9,100,0,28231
241692,8.46%,25000,159996,0.23,0,38,23,89,0,117
173111,26.30%,26675,71136,33.94,0,19,6,94,0,167490
125982,14.08%,6400,31000,9.22,0,16,10,93,1,7718
73066,30.84%,9000,22991,23.34,1,13,12,92,0,32471
116484,11.99%,19075,42422,27.02,1,40,11,98,0,4534
204687,14.08%,3000,31000,16.43,2,16,9,87,0,14992
220733,14.03%,23000,70000,13.75,0,50,15,100,0,49122
80487,13.99%,3000,300000,18.51,0,41,23,100,0,234790
52230,9.93%,32000,130000,19.19,2,41,19,90,0,105990
200281,6.72%,15000,58000,7.59,0,40,21,100,0,18544
73754,18.06%,23000,84000,19.5,0,8,8,87,0,30987
239451,20.89%,30000,130000,9.85,5,23,8,78,0,24222
193261,10.41%,35000,75000,17.81,0,30,13,100,1,64189
213422,15.05%,7200,15000,85.2,0,20,11,90,0,89653
238798,12.61%,15000,44000,27.02,0,19,15,94,0,46716
248572,14.47%,5000,75000,23.15,0,57,25,98,0,69804
8285,12.74%,10000,70000,16.46,2,27,12,81,0,20746
2026,13.49%,21600,63000,17.54,0,16,6,93,0,41012
33615,11.49%,13000,40000,16.83,0,27,17,100,0,128553
249942,14.47%,20500,20000,10.86,0,14,2,100,0,3387
79047,10.42%,13000,126000,13.77,0,12,9,91,0,32828
219534,8.08%,3300,40000,11.28,0,19,12,100,0,13161
125145,13.59%,19200,40000,17.15,0,17,13,100,0,27810
81783,19.99%,6000,80000,29.3,0,40,17,85,0,70401
256264,16.91%,4200,150000,19.3,0,28,7,100,0,91552
167100,19.03%,6350,30000,20.08,2,12,7,66,0,95650
38004,22.74%,20000,100000,25.07,1,43,17,97,0,91809
80270,11.44%,5000,50000,19.7,0,25,8,100,0,40901
21710,8.24%,16000,81000,5.24,1,33,25,97,0,23173
49887,7.24%,23000,145000,17.5,0,46,23,95,0,86344
243091,15.02%,10000,68000,33.1,0,31,17,96,0,87514
44973,30.74%,15000,35000,20.82,0,18,14,100,0,16403
165650,18.06%,7200,83500,16.84,0,15,12,100,0,34389
59586,21.45%,12000,95000,20.08,1,15,8,93,0,93433
158334,24.85%,14400,50000,20.86,0,35,18,85,0,37507
43228,11.39%,28000,135000,19.56,0,33,11,100,0,77467
78462,11.39%,35000,275000,30.51,0,59,27,100,0,239133
174544,11.99%,10000,45200,26.74,0,35,19,100,0,46612
142228,18.06%,24000,101432,23.17,0,20,13,90,0,47523
130443,9.44%,9000,54000,14.26,0,30,8,96,1,21528
47354,12.74%,18000,77000,26.5,1,31,8,80,0,71959
49018,12.74%,28000,36400,30.07,0,20,8,100,0,31510
87198,10.49%,35000,134900,15.3,2,59,23,88,0,37154
260370,23.40%,3400,30000,3.8,0,6,6,100,0,2477
159278,13.59%,2000,23000,12.42,0,7,5,100,0,8321
133035,30.79%,14800,37000,27.47,0,25,20,100,0,29115
241567,16.91%,24000,120000,9.59,0,31,15,100,0,48588
81176,10.49%,1800,45000,21.95,0,14,6,85,0,16514
142704,13.59%,10000,66058,16.17,1,32,18,90,0,36624
180882,10.42%,18000,106000,20.46,0,19,16,100,0,62998
145475,16.02%,17000,52000,27.99,0,37,16,89,0,51400
228467,14.07%,20000,140000,17.49,0,31,20,93,0,87738
200230,5.32%,6050,46000,16.54,0,23,10,82,0,18845
262146,18.94%,3500,48000,13.43,1,11,6,90,1,18603
88672,15.99%,7000,67000,24.55,0,25,13,100,0,45312
243533,11.06%,34000,38000,15.13,0,13,2,100,0,11866
7111,11.39%,16000,191640,20.58,0,22,16,95,0,121249
218965,6.19%,10000,734000,5.05,0,55,16,100,0,190728
192832,7.96%,17000,43000,25.54,0,34,12,100,0,28636
84361,13.99%,3500,42000,25.8,0,10,7,100,0,26299
133130,10.91%,6000,50000,11.91,0,6,5,100,0,10155
14317,25.49%,30000,200000,20.89,0,23,10,100,1,110710
56036,15.05%,10000,40000,21.87,0,26,24,100,0,54547
180813,11.99%,10500,37000,32.66,0,32,11,96,0,50562
254903,10.33%,18000,48000,5.93,0,16,11,100,0,38956
210936,9.44%,5750,20000,19.63,0,35,11,100,1,11424
222965,17.47%,35000,66500,15.68,0,46,24,100,0,146848
211709,18.06%,1500,55000,15.37,1,18,6,27,0,54853
28168,13.99%,15000,85000,17.38,0,24,8,95,1,34248
203837,30.75%,15900,33000,19.02,2,32,16,78,0,87915
41002,30.84%,23200,80000,21.41,1,37,21,97,0,73215
237122,7.34%,30000,177500,4.7,0,23,7,100,0,18773
145217,19.03%,20000,45000,32.21,0,31,13,90,0,25733
212864,13.59%,11000,29300,54.81,1,16,9,93,0,46677
61337,11.99%,15000,42500,17.62,0,28,11,85,1,14831
197102,10.41%,10000,45000,15.76,0,14,7,64,0,11697
185133,20.00%,16000,65000,14.68,0,13,5,84,0,34567
2306,11.49%,17000,67779,18.08,0,12,7,100,1,32864
207621,13.59%,10000,25000,2.4,0,3,2,100,0,235
51663,11.99%,15000,72180,11.89,0,35,17,100,0,28750
170458,18.06%,10000,55000,15.06,0,11,8,100,0,26420
160677,12.62%,35000,123000,11.61,1,26,12,96,0,53799
117533,10.91%,12000,172000,7.75,0,19,13,94,1,21568
24304,12.74%,35000,324000,15.71,0,13,10,100,0,127422
116844,30.99%,12000,170381,23.54,1,33,11,93,0,101688
85818,11.49%,20400,67000,14.06,0,26,6,100,0,52943
251689,11.06%,10000,131000,18.25,0,22,11,86,0,77100
252507,19.92%,18000,62500,12.58,0,24,15,87,0,16466
173227,7.35%,17000,70000,23.14,0,21,12,100,0,52616
224253,11.05%,10000,52000,21.88,0,11,7,100,0,28713
177674,11.99%,20000,63000,7.98,0,8,6,100,0,12443
142984,5.32%,8000,65000,11.91,0,25,17,84,0,17701
135651,18.06%,23850,85000,24.33,0,13,9,85,0,86495
181778,7.97%,25000,120000,0.43,0,22,5,47,0,1952
124970,5.32%,6000,70000,7.01,0,16,5,100,0,17892
168392,9.44%,15000,72720,18.26,0,27,5,81,0,123451
202963,13.59%,12000,150000,5.96,0,17,7,100,1,25043
19439,11.39%,8000,50000,25.82,0,20,10,95,0,38359
152316,25.82%,18000,40000,27.69,0,47,10,95,0,225206
59610,7.97%,3500,60000,23.85,0,24,10,100,0,74171
88042,11.49%,12000,43000,18.91,0,19,13,100,0,20593
182590,13.59%,32000,36000,24.4,0,28,11,100,0,26464
206952,20.00%,10000,51000,22.94,0,17,12,94,0,27959
179089,14.08%,2500,66000,14.32,0,19,10,100,0,34865
226637,13.06%,23425,80000,14.6,0,16,12,100,0,36469
5176,17.99%,4800,79000,17.39,0,48,26,89,0,164642
5672,11.49%,14400,65000,12.57,0,26,8,96,0,23668
207195,21.45%,24875,50000,29.97,0,13,4,100,0,50316
172303,7.07%,18000,85000,8.84,0,23,11,100,0,19313
54739,10.91%,14000,67128,24.63,0,12,7,100,1,53779
86768,19.99%,24000,69000,14.16,0,21,19,100,0,41940
9641,7.99%,2450,149000,13.79,0,31,17,100,0,119863
91151,14.99%,24000,48000,19.19,0,12,12,100,0,41578
198346,7.97%,8000,50000,19.57,0,16,7,100,1,93854
249018,16.14%,10000,122000,5.08,0,18,11,100,1,14900
68698,12.62%,40000,75000,32.15,0,14,7,100,0,69058
101884,10.42%,35000,57000,40.17,0,38,20,100,0,73956
109526,10.91%,6000,30000,18.84,0,7,3,100,0,29671
38951,7.24%,35000,160000,11.87,0,21,9,85,0,53544
6243,6.99%,18000,35000,4.25,0,19,10,100,0,3064
104441,30.84%,24000,32000,59.45,0,37,24,100,0,79110
82514,7.99%,26000,125000,27.52,0,31,9,100,0,76639
255745,14.47%,15000,150000,12.65,0,45,27,100,0,197785
35665,8.24%,2800,57000,22.13,0,22,14,90,1,29104
172503,7.35%,5000,50000,9.1,0,5,4,100,0,6000
160170,6.08%,6500,63000,22.48,0,42,10,90,0,50617
38418,7.99%,30000,110000,15.15,1,39,18,94,0,67129
118679,7.07%,20000,185000,5.3,1,30,7,89,0,43686
113055,11.99%,15000,106417,18.34,0,32,22,93,0,78911
226789,14.03%,10000,47000,23.54,0,22,14,100,1,25874
183674,12.62%,3500,82000,24.19,0,47,19,100,0,57838
260537,13.56%,10000,57408,15.38,2,36,16,91,0,21670
109850,12.62%,10000,32500,4.45,0,16,7,93,0,3488
10040,13.49%,10000,85000,9.28,0,32,15,90,0,70947
179307,13.59%,18000,108680,16.3,0,41,21,100,0,54923
97263,22.74%,9000,27000,4.18,0,27,26,100,0,571138
21201,16.99%,7200,36000,31.77,0,31,14,92,0,90857
161569,9.93%,3700,72800,12.28,0,26,18,84,0,44092
87813,13.49%,8900,62000,15.66,0,10,9,100,0,49740
146560,17.09%,8000,14796,67.64,0,37,14,97,0,38081
11612,5.32%,7000,120000,29.96,1,57,19,89,0,96846
72064,14.08%,5000,20000,0.6,0,14,4,100,0,10
145608,7.97%,24000,70000,23.69,0,26,9,96,0,27533
129074,7.21%,14000,75129,29.62,0,44,11,90,0,70440
4351,16.99%,4575,36000,11.27,0,6,3,100,0,12853
152167,18.06%,12000,54000,29.89,0,20,11,100,0,34932
244983,19.92%,14400,32000,48.09,0,16,7,81,0,50022
239108,11.98%,10200,60000,24.1,0,30,11,100,0,57051
46837,19.99%,22625,85000,29.75,2,23,8,70,0,41849
140509,9.44%,15000,30000,33.96,0,11,5,100,0,13762
22045,15.99%,12000,118000,21.47,0,21,7,95,0,115742
142508,11.99%,12000,85000,8.57,0,10,6,90,1,12606
186892,7.35%,10000,96000,7.58,0,15,8,100,0,20126
192916,13.58%,25000,72000,3.47,0,12,4,91,0,6670
191906,17.47%,15000,98000,32.49,0,25,10,95,1,97502
58871,29.69%,35000,50000,28.32,0,35,15,100,0,78559
234417,11.98%,29275,150000,23.69,0,43,26,97,0,186255
156841,7.97%,21000,88690,30.69,1,33,14,96,0,78831
154151,10.42%,3950,100000,6.64,0,33,12,100,0,31516
209031,16.02%,40000,107000,19.54,2,24,8,54,0,68205
66949,16.02%,33600,75000,23.6,0,30,16,100,0,69989
156679,6.08%,21000,54500,1.67,0,27,7,100,0,3140
96887,16.99%,4800,58294,18.77,1,25,15,95,0,74044
223855,12.13%,6000,27960,25.67,0,20,6,100,0,20319
156215,15.05%,15000,59000,7.36,0,12,11,100,0,13134
200006,20.00%,20000,110000,13.15,1,19,5,89,0,30226
190760,13.58%,21000,130000,16.45,0,17,9,100,0,78744
48956,15.99%,14900,120000,3.59,0,9,8,100,0,9665
71000,7.21%,16000,125000,11.42,0,43,12,100,1,38626
128334,30.17%,16000,52000,42.19,0,14,8,92,0,105742
66827,13.59%,16350,97000,5.58,0,8,6,100,0,15844
16698,7.99%,30000,100000,23.56,0,22,7,100,0,71792
251507,14.47%,14700,95000,22.26,0,14,9,92,0,37841
77261,24.74%,12000,63000,32.88,0,50,19,100,0,93755
6792,11.44%,2500,54000,13.78,0,18,8,100,0,19836
255678,6.46%,4000,45000,13.31,0,34,21,97,0,15543
167614,25.82%,12700,253000,9.4,0,23,13,72,0,82051
207361,5.32%,40000,168000,1.39,0,19,7,100,0,7908
11210,11.44%,10000,56000,18.71,0,15,7,100,1,27705
33641,10.49%,20000,128000,7.06,4,32,13,96,0,47344
183802,12.62%,28000,110000,19.02,0,49,21,100,0,68462
35848,11.39%,30000,75000,15.9,2,34,12,82,0,49395
130905,17.09%,1000,52000,15.05,0,24,15,95,0,64545
14988,15.99%,7250,175000,8.78,0,25,14,100,1,24740
150229,13.59%,15000,65000,26.75,0,24,12,83,0,49282
137168,7.97%,28000,300000,4.45,0,15,7,93,0,43729
137274,13.59%,21000,60000,5.4,0,13,8,100,0,9319
175037,15.05%,30000,75000,10.9,1,18,6,94,0,17835
228556,7.34%,10000,110000,23.14,0,23,13,95,0,116885
163240,15.05%,15925,92000,3.03,0,10,4,90,0,5513
67578,9.93%,7000,50000,9.12,1,25,12,72,0,60210
176511,7.35%,36000,165000,29.83,1,32,16,93,0,226737
38042,11.49%,30000,90000,10.03,0,14,10,100,0,49930
19970,13.99%,1500,50440,14.94,1,9,7,88,0,33960
151023,25.82%,35000,88500,30.48,0,21,12,100,0,80361
195459,9.43%,9000,67000,1.56,0,17,7,94,0,5741
187465,14.08%,25600,72000,7.85,0,8,5,100,0,34325
255185,16.91%,20000,80000,16.55,3,28,11,89,0,18149
238659,19.42%,24000,70000,17.67,0,33,18,87,0,36032
160420,7.35%,4500,55000,21.86,0,21,11,100,1,21556
19010,19.99%,3000,66000,5.95,0,14,9,100,0,16630
51610,14.08%,15000,87000,21.8,1,35,12,85,0,78510
60629,16.02%,20000,93600,23.69,0,22,12,100,0,62719
8600,17.99%,20000,65000,2.81,1,18,6,94,0,6677
56204,16.02%,4200,35000,21.43,1,36,15,83,1,21874
74810,10.42%,10000,55800,28.22,0,22,6,68,0,36567
240650,6.11%,10000,60000,23.5,0,30,13,100,0,49879
24776,12.74%,15000,80000,18.95,0,47,14,100,0,95931
227330,12.61%,11000,57000,30.44,0,90,6,100,0,455094
259716,11.06%,24000,134000,28.79,0,28,15,100,0,94009
162097,9.44%,6000,75000,24.91,0,33,16,100,1,59422
139980,7.21%,25000,85000,16.63,0,70,10,98,0,156681
23187,7.99%,8000,35000,26.85,0,21,8,90,0,19732
254784,20.89%,10000,85000,14.65,0,10,9,90,0,35892
56711,9.93%,9000,80000,4.32,0,20,18,90,0,80338
247182,6.67%,5000,130000,0.31,0,37,9,94,0,2332
167422,9.93%,5000,100000,17.84,1,41,8,87,0,58837
84488,11.49%,16575,165000,8.43,1,27,9,84,0,87627
213549,19.03%,20000,75000,10.29,0,12,4,91,0,15630
125796,9.93%,1000,24000,17.34,0,10,2,90,0,392
242716,7.84%,3750,45000,21.04,0,25,15,100,0,27880
79264,24.85%,12000,70000,34.49,0,29,13,82,0,61097
152108,12.62%,16000,130000,6.54,0,33,12,90,0,28483
6630,16.99%,40000,125000,24.16,1,29,16,96,0,77109
251052,7.21%,20000,120000,26.35,0,37,12,100,0,192532
13690,28.69%,3000,37000,12.78,0,9,7,100,0,3727
8352,16.99%,33000,66000,19.31,0,37,20,100,0,34690
50299,22.74%,20000,45000,20.59,1,24,13,95,0,21295
71103,10.42%,6000,105534,30.27,0,20,10,100,0,115013
237961,25.81%,30000,55000,11.94,0,18,9,94,1,22271
70690,9.93%,10250,80000,12.96,2,17,5,70,0,8648
117575,7.21%,12000,89000,8.27,0,55,20,100,0,30310
105231,7.97%,21525,75000,34.6,0,32,15,100,0,84727
208630,16.02%,7200,75000,13.33,0,17,11,100,1,39866
155082,11.99%,35000,180000,33.09,1,28,18,96,0,164033
39357,11.39%,8000,87000,8.62,0,46,17,100,0,24529
241370,7.84%,1200,20000,18.13,0,17,12,100,0,5466
205607,14.08%,12000,90000,16.51,0,18,11,100,0,55260
3581,12.74%,24000,140000,9.5,0,24,12,100,0,27089
113904,9.93%,20000,57000,31.96,0,21,10,100,0,55180
128171,11.99%,10000,60000,10.46,0,11,8,100,1,12067
59742,20.00%,6500,38000,31.24,0,8,7,100,0,35498
37376,23.99%,10000,42000,26.54,0,13,8,100,0,26060
161105,6.72%,5000,125000,3.58,2,27,13,66,0,5475
148393,30.75%,40000,84000,26.57,1,31,14,88,0,51930
97159,11.44%,7000,80000,11.45,0,36,12,86,0,21863
127518,7.21%,6400,50000,12.87,0,34,12,100,0,17362
198342,10.90%,35000,160000,8.38,0,11,10,100,0,58928
189677,9.43%,1200,14560,9.65,0,8,5,100,0,2538
10228,11.49%,20000,60000,16.28,1,18,6,83,0,23302
383,15.99%,20000,77000,17.52,0,12,11,100,0,31764
158062,9.93%,5000,34000,39.32,0,16,13,100,0,30220
178582,14.08%,20000,35000,63.41,0,20,7,100,0,60204
211149,20.00%,5000,59400,21.07,0,36,14,100,0,64892
63025,9.44%,30000,200000,7.71,1,29,21,100,0,35610
259259,20.89%,19850,120000,33.8,0,45,17,100,1,97972
63380,9.44%,5400,65000,32.33,0,39,17,100,0,86663
144522,10.42%,18000,52000,1.59,0,6,5,100,0,4622
147536,9.93%,6025,56000,22.57,5,31,14,80,0,101837
38985,5.32%,15000,93000,20.27,1,28,17,89,0,65102
78363,15.99%,20000,75000,13.97,0,13,10,92,0,20651
32287,11.49%,6725,85000,17.2,0,25,12,76,0,31190
173913,11.99%,5000,40000,20.88,0,4,4,100,0,37010
59230,9.44%,19000,90000,21.44,4,49,18,91,0,55947
238936,21.85%,15000,155000,21.55,0,28,14,89,0,112442
171810,20.00%,10000,50000,18.05,2,28,5,75,0,43787
47527,13.99%,10000,220000,18.27,0,15,8,100,0,118472
200981,5.32%,10000,45324,20.25,0,25,7,100,0,83573
8791,16.99%,18000,110000,10.62,0,33,12,93,0,31993
247548,6.11%,20000,85000,18.58,0,20,10,100,0,43871
242839,6.67%,2500,32760,14.58,0,30,15,96,0,12401
165667,12.62%,2350,40500,28.3,0,29,15,93,0,105431
153062,17.09%,30000,35000,0.0,0,15,4,100,0,0
174922,10.42%,10000,65000,19.96,0,13,8,100,1,43122
256881,8.19%,10200,43000,4.24,0,12,6,100,0,10229
216103,10.07%,12000,56000,13.35,0,12,5,100,0,17225
126402,26.30%,19200,48192,14.34,1,46,16,88,1,26093
45132,16.99%,4800,75000,26.4,0,55,21,100,0,109174
220252,12.13%,10800,45000,9.23,0,10,8,100,0,13257
233351,9.43%,15000,103000,22.26,1,33,14,63,0,176090
10944,16.99%,16000,290000,12.7,0,29,21,100,1,107518
